ID,Recognition Number,Organisation Acronym,Organisation Name,Recognition Permission Type,Qualification Type,Level,Sector Subject Area,Apprenticeship Standard Code,Apprenticeship Standard Name,Technical Qualification Subject,Qualification Description,Start Date
12914,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12915,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12916,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12917,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12918,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12919,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,11.5 Anthropology,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12920,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,"12.1 Languages, literature and culture of the British Isles",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12921,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,"12.2 Other languages, literature and culture",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12922,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,12.3 Linguistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12923,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,13.1 Teaching and lecturing,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12924,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,13.2 Direct learning support,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12925,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,14.1 Foundations for learning and life,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12926,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,14.2 Preparation for work,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12927,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,15.1 Accounting and finance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12928,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,15.2 Administration,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12929,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,15.3 Business management,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12930,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,15.4 Marketing and sales,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12931,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 6,15.5 Law and legal services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12932,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,01.1 Medicine and Dentistry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12933,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,01.2 Nursing and subjects and vocations allied to medicine,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12934,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,01.3 Health and social care,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12935,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,01.4 Public services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12936,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,01.5 Child development and well-being,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12937,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,02.1 Science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12938,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,02.2 Mathematics and statistics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12939,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,03.1 Agriculture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12940,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,03.2 Horticulture and forestry,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12941,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,03.3 Animal care and veterinary science,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12942,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,03.4 Environmental conservation,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12943,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,04.1 Engineering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12944,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,04.2 Manufacturing technologies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12945,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,04.3 Transportation operations and maintenance,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12946,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,05.1 Architecture,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12947,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,05.2 Building and construction,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12948,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,"05.3 Urban, rural and regional planning",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12949,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,06.1 ICT practitioners,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12950,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,06.2 ICT for users,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12951,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,07.1 Retailing and wholesaling,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12952,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,07.2 Warehousing and distribution,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12953,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,07.3 Service enterprises,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12954,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,07.4 Hospitality and catering,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12955,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,"08.1 Sport, leisure and recreation",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12956,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,08.2 Travel and tourism,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12957,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,09.1 Performing arts,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12958,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,"09.2 Crafts, creative arts and design",Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12959,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,09.3 Media and communication,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12960,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,09.4 Publishing and information services,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12961,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,10.1 History,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12962,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,10.2 Archaeology and archaeological sciences,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12963,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,10.3 Philosophy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12964,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,10.4 Theology and religious studies,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12965,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,11.1 Geography,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12966,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,11.2 Sociology and social policy,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12967,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,11.3 Politics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
12968,RN5133,Pearson,Pearson Education Ltd,All qualifications subject only to the General Conditions of Recognition,Not Applicable,Level 7,11.4 Economics,Not Applicable,Not Applicable,Not Applicable,Not Applicable,
